WD25CD,WD25NM,WD25NMW,ObjectId
E05015884,Whitley Bay North,,6785
E05015983,Castle,,6786
E05016135,Ponteland North,,6787
E05015931,Aylesbury North,,6788
E05016081,Whitchurch West,,6789
E05015885,Bletchingley & Nutfield,,6790
E05015984,Cogenhoe & The Houghtons,,6791
E05015932,Aylesbury North West,,6792
E05016082,Whittington,,6793
E05015985,Dallington Spencer,,6794
E05015933,Aylesbury South East,,6795
E05016083,Alnwick Castle,,6796
E05015934,Aylesbury South West,,6797
E05016084,Alnwick Hotspur,,6798
E05015935,Aylesbury West,,6799
E05016085,Amble,,6800
N08000344,Ravenhill,,6801
N08000345,Rosetta,,6802
N08000346,Sandown,,6803
N08000347,Shandon,,6804
N08000348,Shankill,,6805
N08000349,Shaw's Road,,6806
N08000350,Stewartstown,,6807
N08000351,Stormont,,6808
N08000352,Stranmillis,,6809
N08000353,Sydenham,,6810
N08000824,Grange,,6811
N08000714,Drumbo,,6812
N08000354,Turf Lodge,,6813
N08000355,Twinbrook,,6814
N08000604,Beragh,,6815
N08000356,Upper Malone,,6816
N08000357,Water Works,,6817
N08000358,Windsor,,6818
N08000359,Woodstock,,6819
N08000360,Woodvale,,6820
N08000401,Aghadowey,,6821
N08000402,Altahullion,,6822
N08000403,Atlantic,,6823
N08000404,Ballycastle,,6824
N08000405,Ballykelly,,6825
N08000406,Ballymoney East,,6826
N08000407,Ballymoney North,,6827
N08000408,Ballymoney South,,6828
N08000409,Castlerock,,6829
N08000410,Churchland,,6830
N08000411,Clogh Mills,,6831
N08000412,Coolessan,,6832
N08000413,Dervock,,6833
N08000414,Drumsurn,,6834
N08000415,Dundooan,,6835
N08000416,Dungiven,,6836
N08000417,Dunloy,,6837
N08000418,Feeny,,6838
N08000419,Garvagh,,6839
N08000420,Giant's Causeway,,6840
N08000421,Greysteel,,6841
N08000422,Greystone,,6842
N08000423,Hopefield,,6843
N08000424,Kilrea,,6844
N08000425,Kinbane,,6845
N08000426,Loughguile and Stranocum,,6846
N08000427,Lurigethan,,6847
N08000428,Macosquin,,6848
N08000429,Magilligan,,6849
N08000430,Mountsandel,,6850
N08000431,Portrush and Dunluce,,6851
N08000432,Portstewart,,6852
N08000433,Quarry,,6853
N08000434,Rasharkin,,6854
N08000825,Greenisland,,6855
N08000715,Dundonald,,6856
N08000605,"Boho, Cleenish and Letterbreen",,6857
N08000606,Brookeborough,,6858
N08000607,Camowen,,6859
N08000608,Castlecoole,,6860
N08000609,Coolnagard,,6861
N08000826,Islandmagee,,6862
N08000125,Mallusk,,6863
N08000610,Dergmoney,,6864
N08000235,Richhill,,6865
N08000827,Kells,,6866
E05016236,"Bromham, Rowde & Roundway",,6867
N08000716,Enler,,6868
N08000435,Roeside,,6869
N08000126,Monkstown,,6870
N08000611,Derrygonnelly,,6871
N08000236,Seagahan,,6872
N08000828,Kilroot,,6873
E05016237,Calne Central,,6874
N08000717,Galwally,,6875
N08000436,Route,,6876
N08000127,Mossley,,6877
N08000612,Derrylin,,6878
N08000237,Shankill,,6879
N08000829,Kilwaughter,,6880
E05016238,Calne North,,6881
N08000718,Glenavy,,6882
N08000437,Torr Head and Rathlin,,6883
N08000128,O'Neill,,6884
N08000613,Donagh,,6885
N08000238,Tandragee,,6886
N08000830,Kirkinriola,,6887
E05016239,Calne Rural,,6888
N08000719,Graham's Bridge,,6889
N08000438,University,,6890
N08000129,Parkgate,,6891
N08000614,Dromore,,6892
N08000239,The Birches,,6893
N08000831,Love Lane,,6894
E05016240,Calne South,,6895
N08000720,Harmony Hill,,6896
N08000439,Waterside,,6897
N08000130,Randalstown,,6898
N08000615,Drumnakilly,,6899
N08000240,The Mall,,6900
N08000832,Maine,,6901
E05016241,Ethandune,,6902
N08000721,Hilden,,6903
N08000440,Windy Hall,,6904
N08000131,Rathcoole,,6905
N08000616,Drumquin,,6906
N08000241,Waringstown,,6907
N08000833,Park,,6908
E05016242,Kington,,6909
N08000722,Hillhall,,6910
N08000501,Artigarvan,,6911
N08000132,Rostulla,,6912
N08000617,Ederney and Kesh,,6913
N08000301,Andersonstown,,6914
N08000834,Portglenone,,6915
E05016243,Westbury East,,6916
N08000723,Hillsborough,,6917
N08000502,Ballycolman,,6918
N08000133,Shilvodan,,6919
N08000618,Erne,,6920
N08000302,Ardoyne,,6921
N08000835,Slemish,,6922
E05016244,Westbury North,,6923
N08000724,Knockbracken,,6924
N08000503,Ballymagroarty,,6925
N08000134,Springfarm,,6926
N08000619,Fairy Water,,6927
N08000303,Ballygomartin,,6928
N08000836,Sunnylands,,6929
E05016245,Penistone East,,6930
N08000725,Knockmore,,6931
N08000504,Brandywell,,6932
N08000135,Steeple,,6933
N08000837,The Maidens,,6934
N08000620,Fintona,,6935
N08000621,Florence Court and Kinawley,,6936
N08000838,Victoria,,6937
N08000622,Gortin,,6938
E05016246,Stocksbridge and Upper Don,,6939
N08000623,Gortrush,,6940
N08000839,Whitehead South,,6941
N08000726,Lagan,,6942
N08000505,Carn Hill,,6943
N08000136,Stiles,,6944
N08000304,Ballymacarrett,,6945
N08000840,Woodburn,,6946
E05016247,Bradford-on-Avon North,,6947
N08000305,Ballymurphy,,6948
N08000137,Templepatrick,,6949
N08000901,Ardboe,,6950
N08000506,Castlederg,,6951
N08000727,Lagan Valley,,6952
N08000624,Irvinestown,,6953
E05016248,Bradford-on-Avon South,,6954
N08000306,Ballysillan,,6955
N08000138,Toome,,6956
N08000902,Augher and Clogher,,6957
N08000507,Caw,,6958
N08000728,Lambeg,,6959
N08000625,Killyclogher,,6960
E05016249,Brinkworth,,6961
N08000307,Beechmount,,6962
N08000139,Valley,,6963
N08000903,Aughnacloy,,6964
N08000508,City Walls,,6965
N08000729,Lisnagarvey,,6966
N08000626,Lisbellaw,,6967
E05016250,Calne Chilvester & Abberd,,6968
N08000308,Beersbridge,,6969
N08000140,Whitehouse,,6970
N08000904,Ballygawley,,6971
N08000509,Claudy,,6972
N08000730,Maghaberry,,6973
N08000627,Lisnarrick,,6974
E05016251,Chippenham Hardens & Central,,6975
N08000309,Bellevue,,6976
N08000201,Aghagallon,,6977
N08000905,Ballymaguigan,,6978
N08000510,Clondermot,,6979
N08000731,Magheralave,,6980
N08000628,Lisnaskea,,6981
E05016252,Chippenham Pewsham,,6982
N08000310,Belmont,,6983
N08000202,Ballybay,,6984
N08000906,Ballysaggart,,6985
N08000511,Creggan,,6986
N08000732,Maze,,6987
N08000629,Maguiresbridge,,6988
E05016253,Melksham Forest,,6989
N08000311,Belvoir,,6990
N08000203,Banbridge East,,6991
N08000907,Bellaghy,,6992
N08000512,Creggan South,,6993
N08000733,Moira,,6994
N08000630,Newtownbutler,,6995
E05016254,Melksham South,,6996
N08000312,Blackstaff,,6997
N08000204,Banbridge North,,6998
N08000908,Caledon,,6999
N08000513,Culmore,,7000
N08000734,Moneyreagh,,7001
N08000631,Newtownsaville,,7002
E05016255,Royal Wootton Bassett South & West,,7003
N08000313,Bloomfield,,7004
N08000205,Banbridge South,,7005
N08000909,Castlecaulfield,,7006
N08000514,Drumahoe,,7007
N08000735,Newtownbreda,,7008
N08000632,Owenkillew,,7009
E05016256,Salisbury Milford,,7010
N08000314,Cavehill,,7011
N08000206,Banbridge West,,7012
N08000910,Castledawson,,7013
N08000515,Dunnamanagh,,7014
N08000736,Old Warren,,7015
N08000633,Portora,,7016
E05016257,Salisbury St Francis & Stratford,,7017
N08000315,Central,,7018
N08000207,Blackwatertown,,7019
N08000911,Coagh,,7020
N08000516,Ebrington,,7021
N08000737,Ravernet,,7022
N08000634,Rosslea,,7023
E05016258,Southwick,,7024
N08000316,Chichester Park,,7025
N08000208,Bleary,,7026
N08000912,Coalisland North,,7027
N08000517,Eglinton,,7028
N08000738,Stonyford,,7029
N08000635,Rossorry,,7030
E05016259,Trowbridge Drynham,,7031
N08000317,Cliftonville,,7032
N08000209,Brownlow,,7033
N08000913,Coalisland South,,7034
N08000518,Enagh,,7035
N08000739,Wallace Park,,7036
N08000636,Sixmilecross,,7037
E05016260,Trowbridge Grove,,7038
N08000318,Clonard,,7039
N08000210,Cathedral,,7040
N08000914,Cookstown East,,7041
N08000519,Finn,,7042
N08000520,Foyle Springs,,7043
N08000521,Galliagh,,7044
N08000522,Glenderg,,7045
N08000523,Glenelly Valley,,7046
N08000524,Kilfennan,,7047
N08000525,Lisnagelvin,,7048
N08000526,Madam's Bank,,7049
N08000527,New Buildings,,7050
N08000528,Newtownstewart,,7051
N08000529,Northland,,7052
N08000530,Park,,7053
N08000531,Shantallow,,7054
N08000532,Shantallow East,,7055
N08000533,Sheriff's Mountain,,7056
N08000534,Sion Mills,,7057
N08000535,Skeoge,,7058
N08000536,Slievekirk,,7059
N08000537,Springtown,,7060
N08000538,Strabane North,,7061
N08000539,Strabane West,,7062
N08000540,Victoria,,7063
N08000601,Ballinamallard,,7064
N08000602,Belcoo and Garrison,,7065
N08000603,Belleek and Boa,,7066
N08000637,Strule,,7067
N08000915,Cookstown South,,7068
E05016261,Trowbridge Lambrok,,7069
N08000638,Tempo,,7070
N08000319,Collin Glen,,7071
N08000916,Cookstown West,,7072
N08000101,Abbey,,7073
N08000639,Termon,,7074
N08000320,Connswater,,7075
N08000917,Coolshinny,,7076
N08000740,White Mountain,,7077
N08000211,Corcrain,,7078
N08000102,Aldergrove,,7079
N08000640,Trillick,,7080
N08000321,Cregagh,,7081
N08000918,Donaghmore,,7082
N08000801,Academy,,7083
N08000212,Craigavon Centre,,7084
N08000103,Antrim Centre,,7085
N08000701,Ballinderry,,7086
N08000322,Duncairn,,7087
N08000919,Draperstown,,7088
N08000802,Ahoghill,,7089
N08000213,Demesne,,7090
N08000104,Ballyclare East,,7091
N08000702,Ballyhanwood,,7092
N08000323,Dunmurry,,7093
N08000920,Fivemiletown,,7094
N08000803,Ardeevin,,7095
N08000214,Derrytrasna,,7096
N08000105,Ballyclare West,,7097
N08000703,Ballymacash,,7098
N08000324,Falls,,7099
N08000921,Glebe,,7100
N08000804,Ballee and Harryville,,7101
N08000215,Donaghcloney,,7102
N08000106,Ballyduff,,7103
N08000704,Ballymacbrennan,,7104
N08000325,Falls Park,,7105
N08000922,Killyman,,7106
N08000805,Ballycarry and Glynn,,7107
N08000216,Dromore,,7108
N08000107,Ballyhenry,,7109
N08000705,Ballymacoss,,7110
N08000326,Finaghy,,7111
N08000923,Killymeal,,7112
N08000806,Ballykeel,,7113
N08000217,Gilford,,7114
N08000108,Ballynure,,7115
N08000706,Beechill,,7116
N08000327,Forth River,,7117
N08000924,Lissan,,7118
N08000807,Boneybefore,,7119
N08000218,Gransha,,7120
N08000109,Ballyrobert,,7121
N08000707,Blaris,,7122
N08000328,Fortwilliam,,7123
N08000925,Loughry,,7124
N08000808,Braidwater,,7125
N08000219,Hamiltonsbawn,,7126
N08000110,Burnthill,,7127
N08000708,Cairnshill,,7128
N08000329,Garnerville,,7129
N08000926,Lower Glenshane,,7130
N08000809,Broughshane,,7131
N08000220,Keady,,7132
N08000111,Carnmoney,,7133
N08000709,Carrowreagh,,7134
N08000330,Gilnahirk,,7135
N08000927,Maghera,,7136
N08000810,Burleigh Hill,,7137
N08000221,Kernan,,7138
N08000112,Carnmoney Hill,,7139
N08000710,Carryduff East,,7140
N08000331,Hillfoot,,7141
N08000928,Moy,,7142
N08000811,Cairncastle,,7143
N08000222,Killycomain,,7144
N08000113,Clady,,7145
N08000711,Carryduff West,,7146
N08000332,Innisfayle,,7147
N08000929,Moygashel,,7148
N08000812,Carnlough and Glenarm,,7149
N08000223,Knocknashane,,7150
N08000114,Collinbridge,,7151
N08000712,Derryaghy,,7152
N08000333,Knock,,7153
N08000334,Ladybrook,,7154
N08000335,Lagmore,,7155
N08000336,Legoniel,,7156
N08000337,Malone,,7157
N08000338,Merok,,7158
N08000339,Musgrave,,7159
N08000340,New Lodge,,7160
N08000341,Orangefield,,7161
N08000342,Ormeau,,7162
N08000343,Poleglass,,7163
N08000930,Mullaghmore,,7164
N08000224,Lough Road,,7165
N08000813,Castle,,7166
N08000931,Oaklands,,7167
N08000115,Cranfield,,7168
N08000225,Loughbrickland,,7169
N08000814,Castle Demesne,,7170
N08000932,Pomeroy,,7171
N08000116,Crumlin,,7172
N08000713,Dromara,,7173
N08000226,Loughgall,,7174
N08000815,Craigyhill,,7175
N08000933,Stewartstown,,7176
N08000117,Doagh,,7177
N08000227,Magheralin,,7178
N08000816,Cullybackey,,7179
N08000118,Fairview,,7180
N08000228,Mahon,,7181
N08000817,Curran and Inver,,7182
N08000119,Fountain Hill,,7183
N08000229,Markethill,,7184
N08000818,Fair Green,,7185
N08000120,Glebe,,7186
N08000230,Mourneview,,7187
N08000819,Galgorm,,7188
N08000121,Glengormley,,7189
N08000231,Navan,,7190
N08000820,Gardenmore,,7191
N08000122,Greystone,,7192
N08000232,Parklake,,7193
N08000821,Glenravel,,7194
N08000123,Hightown,,7195
N08000233,Quilly,,7196
N08000822,Glenwhirry,,7197
N08000124,Jordanstown,,7198
N08000234,Rathfriland,,7199
N08000823,Gortalee,,7200
S13002546,Lochee,,7201
S13002547,West End,,7202
S13002548,Coldside,,7203
S13002549,Maryfield,,7204
S13002551,East End,,7205
S13002552,The Ferry,,7206
S13002608,An Taobh Siar agus Nis,,7207
S13002734,Stromness and South Isles,,7208
N08001103,Ballygrainey,,7209
S13002735,West Mainland,,7210
S13002737,North Isles,,7211
S13002761,Tweeddale West,,7212
S13002762,Tweeddale East,,7213
S13002763,Galashiels and District,,7214
S13002764,Selkirkshire,,7215
S13002765,Leaderdale and Melrose,,7216
S13002766,Mid Berwickshire,,7217
S13002767,East Berwickshire,,7218
S13002768,Kelso and District,,7219
N08001104,Ballyholme,,7220
S13002769,Jedburgh and District,,7221
N08001105,Ballymagee,,7222
S13002770,Hawick and Denholm,,7223
N08001106,Ballywalter,,7224
S13002771,Hawick and Hermitage,,7225
N08001107,Bloomfield,,7226
S13002901,Milngavie,,7227
S13002772,North Isles,,7228
N08001108,Broadway,,7229
S13002902,Bearsden North,,7230
S13002773,Shetland North,,7231
N08001109,Bryansburn,,7232
S13002903,Bearsden South,,7233
S13002777,Lerwick North and Bressay,,7234
N08001110,Carrowdore,,7235
S13002904,Bishopbriggs North and Campsie,,7236
S13003063,Carse of Gowrie,,7237
S13002820,Linlithgow,,7238
N08001111,Castle,,7239
S13002905,Bishopbriggs South,,7240
S13003064,Strathmore,,7241
S13002821,"Broxburn, Uphall and Winchburgh",,7242
N08001112,Clandeboye,,7243
S13002906,Lenzie and Kirkintilloch South,,7244
S13003065,Blairgowrie and Glens,,7245
S13002822,Livingston North,,7246
N08001113,Comber North,,7247
S13002907,Kirkintilloch East and North and Twechar,,7248
S13003066,Highland,,7249
S13002823,Livingston South,,7250
N08001114,Comber South,,7251
S13002908,Musselburgh,,7252
S13003067,Strathtay,,7253
S13002824,East Livingston and East Calder,,7254
N08001115,Comber West,,7255
S13002909,"Preston, Seton and Gosford",,7256
S13003068,Strathearn,,7257
N08001116,Conway Square,,7258
S13002825,Fauldhouse and the Breich Valley,,7259
N08001117,Cronstown,,7260
S13003069,Strathallan,,7261
S13002826,Whitburn and Blackburn,,7262
N08001118,Cultra,,7263
S13002910,"Tranent, Wallyford and Macmerry",,7264
S13003071,Almond and Earn,,7265
N08001119,Donaghadee,,7266
S13002911,North Berwick Coastal,,7267
S13002827,Bathgate,,7268
S13003072,Perth City South,,7269
N08001120,Glen,,7270
S13002912,Haddington and Lammermuir,,7271
S13002828,Armadale and Blackridge,,7272
S13003073,Perth City North,,7273
N08001121,Gregstown,,7274
S13002913,Dunbar and East Linton,,7275
S13002830,North East,,7276
S13003074,Perth City Centre,,7277
N08001122,Groomsport,,7278
S13002914,"Barrhead, Liboside and Uplawmoor",,7279
S13002851,Central Buchan,,7280
S13002835,Dyce/Bucksburn/Danestone,,7281
S13003075,Renfrew North and Braehead,,7282
N08001123,Harbour,,7283
S13002915,Newton Mearns North and Neilston,,7284
S13002852,Peterhead North and Rattray,,7285
S13002836,Bridge of Don,,7286
S13003076,Renfrew South and Gallowhill,,7287
N08001124,Helen's Bay,,7288
S13002916,Giffnock and Thornliebank,,7289
S13002853,Peterhead South and Cruden,,7290
S13002837,Kingswells/Sheddocksley/Summerhill,,7291
S13003077,Paisley Northeast and Ralston,,7292
N08001125,Holywood,,7293
S13002917,"Clarkston, Netherlee and Williamwood",,7294
S13002854,Turriff and District,,7295
S13002838,Northfield/Mastrick North,,7296
S13003078,Paisley Northwest,,7297
N08001126,Kilcooley,,7298
S13002918,Newton Mearns South and Eaglesham,,7299
S13002855,Mid Formartine,,7300
S13002839,Hilton/Woodside/Stockethill,,7301
S13003079,Paisley East and Central,,7302
N08001127,Killinchy,,7303
S13002919,Almond,,7304
S13002856,Ellon and District,,7305
S13002840,Tillydrone/Seaton/Old Aberdeen,,7306
S13003080,Paisley Southeast,,7307
N08001128,Kircubbin,,7308
S13002920,Pentland Hills,,7309
S13002857,West Garioch,,7310
S13002841,Midstocket/Rosemount,,7311
S13003081,Paisley Southwest,,7312
N08001129,Loughries,,7313
S13002921,Drum Brae/Gyle,,7314
S13002858,Inverurie and District,,7315
S13002842,George St/Harbour,,7316
S13003082,Johnstone South and Elderslie,,7317
N08001130,Loughview,,7318
S13002922,Forth,,7319
S13002859,East Garioch,,7320
S13002843,Lower Deeside,,7321
S13003083,"Johnstone North, Kilbarchan, Howwood and Lochwinnoch",,7322
N08001131,Movilla,,7323
S13002923,Inverleith,,7324
S13002860,Westhill and District,,7325
S13002844,Hazlehead/Queens Cross/Countesswells,,7326
S13003084,"Houston, Crosslee and Linwood",,7327
N08001132,Portaferry,,7328
S13002924,Corstorphine/Murrayfield,,7329
S13002861,"Huntly, Strathbogie and Howe of Alford",,7330
S13002845,Airyhall/Broomhill/Garthdee,,7331
S13003085,"Bishopton, Bridge of Weir and Langbank",,7332
N08001133,Portavogie,,7333
S13002925,Sighthill/Gorgie,,7334
S13002862,"Aboyne, Upper Deeside and Donside",,7335
S13002846,Torry/Ferryhill,,7336
S13003086,Erskine and Inchinnan,,7337
N08001134,Rathgael,,7338
S13002926,Colinton/Fairmilehead,,7339
S13002863,Banchory and Mid Deeside,,7340
S13002847,Kincorth/Nigg/Cove,,7341
S13003087,Troon,,7342
N08001135,Rathmore,,7343
S13002927,Fountainbridge/Craiglockhart,,7344
S13002864,North Kincardine,,7345
S13002848,Banff and District,,7346
S13003088,Prestwick,,7347
N08001136,Scrabo,,7348
S13002928,Morningside,,7349
S13002929,City Centre,,7350
S13002930,Leith Walk,,7351
S13002931,Leith,,7352
S13002932,Craigentinny/Duddingston,,7353
S13002933,Southside/Newington,,7354
S13002934,Liberton/Gilmerton,,7355
S13002935,Portobello/Craigmillar,,7356
S13002936,Bo'ness and Blackness,,7357
S13002937,Grangemouth,,7358
S13002938,Denny and Banknock,,7359
S13002939,"Carse, Kinnaird and Tryst",,7360
S13002940,Bonnybridge and Larbert,,7361
S13002941,Falkirk North,,7362
S13002942,Falkirk South,,7363
S13002943,Lower Braes,,7364
S13002944,Upper Braes,,7365
S13002946,Dunfermline North,,7366
S13002947,Dunfermline Central,,7367
S13002948,Dunfermline South,,7368
S13002949,Rosyth,,7369
S13002950,Inverkeithing and Dalgety Bay,,7370
S13002953,"Burntisland, Kinghorn and Western Kirkcaldy",,7371
S13002865,Stonehaven and Lower Deeside,,7372
S13003089,Ayr North,,7373
S13002866,Mearns,,7374
S13003090,Ayr East,,7375
S13002867,Kirriemuir and Dean,,7376
S13003091,Ayr West,,7377
N08001137,Silverbirch,,7378
S13002868,Brechin and Edzell,,7379
S13003092,Kyle,,7380
N08001138,Silverstream,,7381
S13002849,Troup,,7382
S13002869,Forfar and District,,7383
S13003093,"Maybole, North Carrick and Coylton",,7384
N08001139,Warren,,7385
S13002850,Fraserburgh and District,,7386
S13002870,Monifieth and Sidlaw,,7387
S13003094,Girvan and South Carrick,,7388
S13003006,Culloden and Ardersier,,7389
N08001140,West Winds,,7390
S13002871,Carnoustie and District,,7391
S13003095,Clydesdale West,,7392
S13003007,Nairn and Cawdor,,7393
S13002516,South Kintyre,,7394
S13002954,Kirkcaldy North,,7395
S13002872,"Arbroath West, Letham and Friockheim",,7396
S13003096,Clydesdale North,,7397
S13003008,Inverness South,,7398
S13002517,Kintyre and the Islands,,7399
S13002955,Kirkcaldy Central,,7400
S13002873,Arbroath East and Lunan,,7401
S13003097,Clydesdale East,,7402
S13003009,Badenoch and Strathspey,,7403
S13002518,Mid Argyll,,7404
N08000934,Swatragh,,7405
S13002956,Kirkcaldy East,,7406
S13002874,Montrose and District,,7407
S13003098,Clydesdale South,,7408
S13003010,Fort William and Ardnamurchan,,7409
S13002519,Oban South and the Isles,,7410
N08000935,Tamlaght O'Crilly,,7411
S13002958,"Glenrothes North, Leslie and Markinch",,7412
S13002875,Clackmannanshire West,,7413
S13003099,Avondale and Stonehouse,,7414
S13003011,Inverclyde East,,7415
S13002520,Oban North and Lorn,,7416
N08000936,The Loup,,7417
S13002959,Glenrothes Central and Thornton,,7418
S13002876,Clackmannanshire North,,7419
S13003100,East Kilbride South,,7420
S13003012,Inverclyde East Central,,7421
S13002521,Cowal,,7422
N08000937,Tobermore,,7423
S13002960,Howe of Fife and Tay Coast,,7424
S13002877,Clackmannanshire Central,,7425
S13003101,East Kilbride Central South,,7426
S13003013,Inverclyde Central,,7427
S13002522,Dunoon,,7428
N08000938,Town Parks East,,7429
S13002961,Tay Bridgehead,,7430
S13002878,Clackmannanshire South,,7431
S13003102,East Kilbride Central North,,7432
S13003014,Inverclyde North,,7433
S13002523,Isle of Bute,,7434
N08000939,Valley,,7435
S13002962,St Andrews,,7436
S13002879,Clackmannanshire East,,7437
S13003103,East Kilbride West,,7438
S13003015,Inverclyde West,,7439
S13002524,Lomond North,,7440
N08000940,Washing Bay,,7441
S13002963,East Neuk and Landward,,7442
S13002880,Stranraer and the Rhins,,7443
S13003104,East Kilbride East,,7444
S13003105,Rutherglen South,,7445
S13003106,Rutherglen Central and North,,7446
S13003107,Cambuslang West,,7447
S13003108,Cambuslang East,,7448
S13003109,Blantyre,,7449
S13003110,Bothwell and Uddingston,,7450
S13003111,Hamilton North and East,,7451
S13003112,Hamilton West and Earnock,,7452
S13003113,Hamilton South,,7453
S13002525,Helensburgh Central,,7454
S13002526,Helensburgh and Lomond South,,7455
S13002545,Strathmartine,,7456
S13002964,Cupar,,7457
S13002965,"Leven, Kennoway and Largo",,7458
S13002966,"Buckhaven, Methil and Wemyss Villages",,7459
S13002967,Linn,,7460
S13002968,Newlands/Auldburn,,7461
S13002969,Greater Pollok,,7462
S13002970,Cardonald,,7463
S13002971,Govan,,7464
S13002972,Pollokshields,,7465
S13002973,Langside,,7466
S13002974,Southside Central,,7467
S13002975,Calton,,7468
S13002976,Anderston/City/Yorkhill,,7469
S13002977,Hillhead,,7470
S13002978,Victoria Park,,7471
S13002881,Mid Galloway and Wigtown West,,7472
S13002979,Garscadden/Scotstounhill,,7473
S13002882,Dee and Glenkens,,7474
N08001001,Abbey,,7475
S13002980,Drumchapel/Anniesland,,7476
S13003016,Inverclyde South West,,7477
S13002883,Castle Douglas and Crocketford,,7478
N08001002,Annalong,,7479
S13002981,Maryhill,,7480
S13003017,Inverclyde South,,7481
S13002884,Abbey,,7482
N08001003,Ballybot,,7483
S13002982,Canal,,7484
S13003018,Penicuik,,7485
S13002885,North West Dumfries,,7486
N08001004,Ballydugan,,7487
S13002983,Springburn/Robroyston,,7488
S13003019,Bonnyrigg,,7489
S13002886,Mid and Upper Nithsdale,,7490
N08001005,Ballynahinch,,7491
S13002984,East Centre,,7492
S13003020,Dalkeith,,7493
S13002887,Lochar,,7494
N08001006,Ballyward,,7495
S13002985,Shettleston,,7496
S13003021,Midlothian West,,7497
S13002888,Nith,,7498
N08001007,Bessbrook,,7499
S13002986,Baillieston,,7500
S13003022,Midlothian East,,7501
S13002889,Annandale South,,7502
N08001008,Binnian,,7503
S13002988,Dennistoun,,7504
S13003023,Midlothian South,,7505
S13002890,Annandale North,,7506
N08001009,Burren,,7507
S13002989,Partick East/Kelvindale,,7508
S13003024,Speyside Glenlivet,,7509
S13002891,Annandale East and Eskdale,,7510
N08001010,Camlough,,7511
S13002990,"North, West and Central Sutherland",,7512
S13003025,Keith and Cullen,,7513
S13002892,Annick,,7514
N08001011,Castlewellan,,7515
S13002991,Thurso and Northwest Caithness,,7516
S13003026,Buckie,,7517
S13002893,Kilmarnock North,,7518
N08001012,Cathedral,,7519
S13002992,Wick and East Caithness,,7520
S13003027,Fochabers Lhanbryde,,7521
S13002894,Kilmarnock West and Crosshouse,,7522
N08001013,Crossgar and Killyleagh,,7523
S13002993,East Sutherland and Edderton,,7524
S13003028,Heldon and Laich,,7525
S13002895,Kilmarnock East and Hurlford,,7526
N08001014,Crossmaglen,,7527
S13002994,"Wester Ross, Strathpeffer and Lochalsh",,7528
S13003029,Elgin City North,,7529
S13002896,Kilmarnock South,,7530
N08001015,Damolly,,7531
S13002995,Cromarty Firth,,7532
S13003030,Elgin City South,,7533
S13002897,Irvine Valley,,7534
N08001016,Derryboy,,7535
S13002996,Tain and Easter Ross,,7536
S13003031,Forres,,7537
S13002898,Ballochmyle,,7538
N08001017,Derryleckagh,,7539
S13002997,Dingwall and Seaforth,,7540
S13002998,Black Isle,,7541
S13002999,Eilean á Chèo,,7542
S13003000,Caol and Mallaig,,7543
S13003001,Aird and Loch Ness,,7544
S13003002,Inverness West,,7545
S13003003,Inverness Central,,7546
S13003004,Inverness Ness-side,,7547
S13003005,Inverness Millburn,,7548
S13002899,Cumnock and New Cumnock,,7549
S13002900,Doon Valley,,7550
S13003032,Irvine West,,7551
S13003033,Irvine East,,7552
S13003034,Kilwinning,,7553
S13003041,Irvine South,,7554
S13003042,Kilsyth,,7555
S13003043,Cumbernauld North,,7556
S13003044,Cumbernauld South,,7557
S13003045,Cumbernauld East,,7558
S13003047,"Gartcosh, Glenboig and Moodiesburn",,7559
S13003048,Coatbridge North,,7560
S13003049,Airdrie North,,7561
S13003050,Airdrie Central,,7562
S13003051,Coatbridge West,,7563
S13003052,Coatbridge South,,7564
S13003053,Airdrie South,,7565
S13003054,Fortissat,,7566
S13003055,Thorniewood,,7567
S13003056,Bellshill,,7568
S13003057,Mossend and Holytown,,7569
S13003058,Motherwell West,,7570
S13003059,Motherwell North,,7571
S13003060,Motherwell South East and Ravenscraig,,7572
S13003061,Murdostoun,,7573
S13003062,Wishaw,,7574
N08001018,Donard,,7575
N08001019,Drumalane,,7576
N08001020,Drumaness,,7577
N08001021,Dundrum,,7578
N08001022,Fathom,,7579
N08001023,Forkhill,,7580
N08001024,Hilltown,,7581
N08001025,Kilkeel,,7582
N08001026,Kilmore,,7583
N08001027,Knocknashinna,,7584
N08001028,Lecale,,7585
N08001029,Lisnacree,,7586
N08001030,Mayobridge,,7587
N08001031,Mullaghbane,,7588
N08001032,Murlough,,7589
N08001033,Newtownhamilton,,7590
N08001034,Quoile,,7591
N08001035,Rostrevor,,7592
N08001036,Saintfield,,7593
N08001037,St. Patrick's,,7594
N08001038,Strangford,,7595
N08001039,Tollymore,,7596
N08001040,Warrenpoint,,7597
N08001041,Whitecross,,7598
N08001101,Ballycrochan,,7599
N08001102,Ballygowan,,7600
W05001196,Hendy,Hendy,7601
W05001197,Hengoed,Hengoed,7602
W05001198,Kidwelly and St Ishmael,Cydweli a Llanismel,7603
W05001199,Laugharne Township,Lacharn,7604
W05001200,Llanboidy,Llanboidy,7605
W05001201,Llanddarog,Llandarrog,7606
W05001202,Llandeilo,Llandeilo,7607
W05001203,Llandovery,Llanymddyfri,7608
W05001204,Llandybie,LlandybÏe,7609
W05001205,Llanegwad,Llanegwad,7610
W05001206,Llanfihangel Aberbythych,Llanfihangel Aberbythych,7611
